day,year,mo,da,report_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_REPORTS
1,2001,01,01,2001-01-01,20.7,13.9,1030.1,9.7,5.9,12.0,999.9,26.6,14.0,0.0,16.1,0,288
2,2001,01,02,2001-01-02,14.1,8.6,1036.5,9.9,7.4,12.0,999.9,19.9,7.0,0.0,15.0,0,146
3,2001,01,03,2001-01-03,16.5,12.9,1025.5,5.5,10.7,15.9,20.0,28.4,6.8,0.0,14.2,0,162
4,2001,01,04,2001-01-04,26.5,22.8,1018.9,6.3,8.2,15.0,22.9,28.9,23.0,0.0,14.2,0,131
5,2001,01,05,2001-01-05,32.8,25.7,1004.0,9.1,13.4,19.0,26.0,37.4,26.6,0.35,13.0,0,159
6,2001,01,06,2001-01-06,26.8,19.0,1009.2,10.0,8.7,16.9,22.9,35.6,19.4,0.05,11.8,0,179
7,2001,01,07,2001-01-07,31.1,25.0,1009.4,8.4,7.8,13.0,999.9,35.6,26.6,0.0,11.8,0,176
1,2001,01,08,2001-01-08,24.0,16.4,1018.3,10.0,8.3,12.0,999.9,28.9,19.0,0.0,11.0,0,121
2,2001,01,09,2001-01-09,19.2,11.2,1026.1,10.0,9.2,14.0,999.9,25.0,12.0,0.0,11.0,0,124
3,2001,01,10,2001-01-10,24.7,17.2,1023.3,10.0,10.2,15.0,19.0,35.6,19.4,0.0,11.0,0,137
4,2001,01,11,2001-01-11,30.4,22.9,1020.5,9.5,6.8,9.9,15.9,39.9,24.1,0.0,11.0,0,149
5,2001,01,12,2001-01-12,31.5,27.4,1022.4,5.6,4.2,7.0,999.9,37.0,28.0,0.0,9.1,0,140
6,2001,01,13,2001-01-13,34.5,31.0,1023.8,4.2,6.0,12.0,999.9,37.4,33.8,0.0,7.9,0,196
7,2001,01,14,2001-01-14,35.5,31.1,1015.0,3.4,8.4,12.0,999.9,37.9,33.1,0.18,5.9,0,177
1,2001,01,15,2001-01-15,35.1,33.4,1013.4,3.7,10.6,15.9,19.0,37.4,33.8,0.06,3.9,0,156
2,2001,01,16,2001-01-16,31.0,26.9,1021.6,6.3,10.3,15.9,22.9,34.0,28.0,0.0,3.9,0,142
3,2001,01,17,2001-01-17,25.9,21.0,1026.6,7.4,7.1,11.1,999.9,28.4,24.8,0.0,3.9,0,134
4,2001,01,18,2001-01-18,23.8,20.1,1019.7,5.9,8.4,12.0,16.9,32.0,19.0,0.0,3.1,0,113
5,2001,01,19,2001-01-19,27.3,21.4,1018.8,6.9,9.3,15.9,25.1,30.2,24.8,0.0,3.1,0,129
6,2001,01,20,2001-01-20,21.6,13.5,1025.0,9.1,8.8,13.0,999.9,26.6,19.4,0.0,3.1,0,195
7,2001,01,21,2001-01-21,18.3,10.8,1026.7,9.7,7.0,11.1,999.9,28.0,12.0,0.0,3.1,0,186
1,2001,01,22,2001-01-22,21.3,14.4,1030.0,6.4,4.4,8.0,999.9,30.2,15.8,0.0,3.1,0,132
2,2001,01,23,2001-01-23,30.4,24.2,1023.1,6.0,7.2,9.9,999.9,35.6,24.8,0.0,3.1,0,152
3,2001,01,24,2001-01-24,24.3,18.3,1021.3,7.5,9.0,16.9,999.9,30.0,19.0,0.0,3.1,0,114
4,2001,01,25,2001-01-25,22.1,12.0,1030.7,9.7,9.4,14.0,999.9,27.0,15.1,0.0,3.1,0,112
5,2001,01,26,2001-01-26,26.0,19.9,1017.9,6.9,10.6,16.9,22.0,32.0,19.9,0.0,3.9,0,132
6,2001,01,27,2001-01-27,25.1,17.2,1022.0,9.0,11.4,15.0,22.9,32.0,19.0,0.0,3.9,0,162
7,2001,01,28,2001-01-28,20.0,12.0,1027.0,9.6,8.0,12.0,999.9,28.9,15.1,0.0,3.9,0,171
1,2001,01,29,2001-01-29,32.7,30.3,1016.1,4.6,7.7,12.0,999.9,39.2,26.6,0.41,2.0,0,142
2,2001,01,30,2001-01-30,37.7,35.5,995.4,6.8,9.3,20.0,27.0,43.0,33.1,0.41,1.2,0,131
3,2001,01,31,2001-01-31,34.4,30.9,1005.1,6.3,9.8,14.0,999.9,36.0,33.1,0.01,1.2,0,130
4,2001,02,01,2001-02-01,28.8,21.9,1018.3,7.4,9.2,14.0,999.9,34.0,21.9,0.0,999.9,0,162
5,2001,02,02,2001-02-02,8.6,-0.2,1026.2,9.1,11.8,16.9,20.0,26.6,-0.4,0.0,999.9,0,143
6,2001,02,03,2001-02-03,18.0,11.0,1023.9,9.4,9.7,13.0,22.9,30.2,10.4,99.99,999.9,0,161
7,2001,02,04,2001-02-04,33.8,28.9,1015.1,7.9,6.5,12.0,999.9,36.0,28.9,0.01,999.9,0,190
1,2001,02,05,2001-02-05,30.3,25.9,1016.2,5.4,8.5,14.0,15.9,34.0,28.0,0.0,999.9,0,172
2,2001,02,06,2001-02-06,32.6,27.9,1015.7,5.3,6.7,12.0,999.9,39.0,30.0,0.12,999.9,0,136
3,2001,02,07,2001-02-07,28.1,23.9,1025.0,4.6,5.0,13.0,999.9,36.0,21.0,0.0,999.9,1,121
4,2001,02,08,2001-02-08,42.3,37.1,1017.4,5.1,7.1,13.0,999.9,51.8,35.6,0.06,999.9,0,140
5,2001,02,09,2001-02-09,48.4,47.0,1006.5,4.8,13.4,19.0,28.0,53.6,32.0,0.72,1.2,0,143
6,2001,02,10,2001-02-10,20.8,14.4,1031.7,8.9,11.0,21.0,33.0,32.0,14.0,0.0,1.2,0,174
7,2001,02,11,2001-02-11,19.0,8.7,1037.0,10.0,7.1,11.1,999.9,28.4,14.0,0.0,1.2,0,159
1,2001,02,12,2001-02-12,30.2,19.6,1027.7,10.0,8.6,12.0,999.9,39.2,24.8,0.0,999.9,0,157
2,2001,02,13,2001-02-13,35.8,29.4,1026.6,8.1,5.3,8.9,999.9,39.9,33.1,0.0,999.9,0,134
3,2001,02,14,2001-02-14,36.6,34.6,1016.0,2.9,6.8,15.9,999.9,37.9,33.1,0.06,999.9,1,141
4,2001,02,15,2001-02-15,31.3,25.3,1018.2,9.9,9.4,14.0,999.9,34.0,30.0,0.14,999.9,0,138
5,2001,02,16,2001-02-16,30.9,23.5,1021.5,8.6,7.7,14.0,20.0,33.8,26.6,0.0,999.9,0,119
6,2001,02,17,2001-02-17,15.8,1.2,1033.6,10.0,12.7,18.1,22.9,26.1,8.1,0.0,999.9,0,172
7,2001,02,18,2001-02-18,16.9,2.8,1034.3,10.0,9.4,12.0,18.1,28.4,8.6,0.0,999.9,0,182
1,2001,02,19,2001-02-19,34.4,22.2,1018.7,10.0,14.0,15.9,27.0,45.0,28.0,0.0,999.9,0,143
2,2001,02,20,2001-02-20,35.3,24.4,1020.7,7.2,7.4,14.0,21.0,39.2,28.4,0.0,999.9,0,131
3,2001,02,21,2001-02-21,18.4,-1.6,1033.1,10.0,11.5,15.0,22.9,28.4,10.4,0.0,999.9,0,140
4,2001,02,22,2001-02-22,23.1,16.1,1024.4,8.2,8.2,14.0,21.0,28.4,17.6,0.0,999.9,0,120
5,2001,02,23,2001-02-23,25.5,16.0,1025.4,9.3,11.2,19.0,25.1,28.9,18.0,0.01,999.9,0,155
6,2001,02,24,2001-02-24,33.4,28.4,1021.3,5.3,11.6,20.0,25.1,39.9,26.1,0.06,999.9,0,174
7,2001,02,25,2001-02-25,43.6,37.5,1003.3,8.9,21.6,30.9,46.0,57.2,30.2,1.22,999.9,0,178
1,2001,02,26,2001-02-26,31.5,22.0,1027.5,10.0,9.5,19.0,27.0,41.0,23.0,0.0,999.9,0,161
2,2001,02,27,2001-02-27,29.3,16.1,1031.1,10.0,8.4,11.1,999.9,37.4,24.8,0.0,999.9,0,150
3,2001,02,28,2001-02-28,21.0,-0.6,1028.3,10.0,8.7,13.0,14.0,28.9,12.2,0.0,999.9,0,146
4,2001,03,01,2001-03-01,28.7,12.3,1016.6,10.0,11.8,16.9,22.0,42.8,21.2,0.0,999.9,0,190
5,2001,03,02,2001-03-02,35.4,27.9,1008.1,8.0,11.8,18.1,27.0,42.8,32.0,0.0,999.9,0,166
6,2001,03,03,2001-03-03,36.4,28.5,1010.2,5.7,2.9,7.0,999.9,48.2,26.6,0.0,999.9,0,171
7,2001,03,04,2001-03-04,33.0,25.2,1013.6,8.3,11.3,21.0,26.0,39.2,28.4,0.0,999.9,0,193
1,2001,03,05,2001-03-05,26.1,12.3,1019.7,9.9,13.6,22.9,28.9,30.0,19.0,0.0,999.9,0,170
2,2001,03,06,2001-03-06,27.1,14.7,1022.9,10.0,13.2,15.9,23.9,33.8,21.2,0.0,999.9,0,160
3,2001,03,07,2001-03-07,32.6,18.3,1020.7,10.0,8.2,18.1,25.1,46.0,23.0,0.0,999.9,0,154
4,2001,03,08,2001-03-08,31.8,21.4,1015.2,8.7,11.7,15.9,21.0,37.9,30.0,0.0,999.9,0,178
5,2001,03,09,2001-03-09,31.6,18.4,1019.3,10.0,8.3,13.0,19.0,39.2,24.8,0.0,999.9,0,170
6,2001,03,10,2001-03-10,35.6,21.6,1017.0,10.0,8.2,21.0,27.0,50.0,24.8,0.0,999.9,0,192
7,2001,03,11,2001-03-11,37.4,26.9,1016.7,9.3,10.3,15.0,20.0,48.0,30.0,0.08,999.9,0,199
1,2001,03,12,2001-03-12,38.6,32.7,1010.3,6.7,10.3,14.0,20.0,48.2,30.2,0.17,999.9,0,158
2,2001,03,13,2001-03-13,38.0,31.0,999.9,8.4,14.2,21.0,29.9,50.0,32.0,0.0,999.9,0,129
3,2001,03,14,2001-03-14,40.4,30.7,1010.6,9.5,10.0,18.1,22.0,51.8,30.2,0.0,999.9,0,141
4,2001,03,15,2001-03-15,42.9,38.5,1009.7,6.0,10.6,20.0,26.0,48.9,37.0,0.04,999.9,0,157
5,2001,03,16,2001-03-16,34.8,31.3,1011.2,2.7,16.8,22.9,30.9,37.9,32.0,0.45,3.1,0,168
6,2001,03,17,2001-03-17,33.6,26.8,1022.6,5.8,10.2,18.1,22.0,37.4,30.2,0.06,3.1,0,163
7,2001,03,18,2001-03-18,34.0,23.1,1031.2,10.0,4.3,8.9,999.9,46.0,24.1,0.08,3.1,0,188
1,2001,03,19,2001-03-19,37.5,21.5,1030.7,10.0,5.5,9.9,999.9,46.4,30.2,0.0,999.9,0,154
2,2001,03,20,2001-03-20,40.6,24.6,1026.2,10.0,7.2,11.1,999.9,50.0,33.1,0.0,999.9,0,150
3,2001,03,21,2001-03-21,42.6,23.5,1021.6,10.0,8.1,15.0,15.9,54.0,30.9,0.0,999.9,0,149
4,2001,03,22,2001-03-22,43.1,30.9,1019.7,6.7,6.1,14.0,999.9,57.0,30.9,0.0,999.9,0,125
5,2001,03,23,2001-03-23,43.9,31.6,1017.8,8.1,8.7,15.0,999.9,53.1,35.1,0.0,999.9,0,141
6,2001,03,24,2001-03-24,33.5,16.9,1020.4,10.0,14.0,20.0,25.1,46.9,27.0,0.0,999.9,0,176
7,2001,03,25,2001-03-25,23.0,10.8,1024.4,9.0,12.1,15.9,22.0,28.4,19.4,0.0,999.9,0,157
1,2001,03,26,2001-03-26,23.8,6.7,1025.4,10.0,9.6,12.0,15.9,33.8,17.6,0.0,999.9,0,122
2,2001,03,27,2001-03-27,32.5,17.5,1026.1,10.0,5.8,9.9,999.9,39.9,25.0,0.0,999.9,0,151
3,2001,03,28,2001-03-28,37.3,18.9,1022.8,10.0,7.5,15.0,18.1,50.0,28.4,0.0,999.9,0,158
4,2001,03,29,2001-03-29,41.5,31.5,1017.2,7.4,7.0,12.0,999.9,48.0,37.0,0.01,999.9,0,139
5,2001,03,30,2001-03-30,42.8,31.3,1015.2,7.9,7.8,13.0,999.9,51.1,37.0,0.0,999.9,0,185
6,2001,03,31,2001-03-31,44.5,34.2,1011.1,6.0,6.8,15.0,23.9,55.9,37.9,0.04,999.9,0,226
7,2001,04,01,2001-04-01,40.3,26.4,1010.2,9.9,12.4,19.0,28.0,48.9,30.9,0.03,999.9,0,220
1,2001,04,02,2001-04-02,45.0,25.8,1015.3,10.0,5.1,13.0,16.9,62.1,34.0,0.0,999.9,0,160
2,2001,04,03,2001-04-03,42.4,31.7,1018.9,9.7,14.0,20.0,22.9,51.8,37.4,0.0,999.9,0,160
3,2001,04,04,2001-04-04,44.6,31.3,1027.4,8.8,9.1,14.0,999.9,53.6,39.2,0.0,999.9,0,181
4,2001,04,05,2001-04-05,50.1,31.4,1022.1,9.6,7.4,12.0,999.9,63.0,39.9,0.02,999.9,0,133
5,2001,04,06,2001-04-06,57.5,54.0,1010.8,3.0,7.0,13.0,19.0,64.9,46.0,0.48,999.9,0,156
6,2001,04,07,2001-04-07,63.5,50.0,1004.5,6.9,14.2,23.9,41.0,82.9,45.0,0.0,999.9,1,193
7,2001,04,08,2001-04-08,64.7,41.5,1008.8,10.0,11.5,19.0,28.9,78.8,48.2,0.0,999.9,0,213
1,2001,04,09,2001-04-09,53.8,43.7,1009.3,9.6,10.0,15.9,20.0,62.6,46.4,0.23,999.9,0,144
2,2001,04,10,2001-04-10,49.3,44.3,1012.3,7.1,8.7,11.1,999.9,53.6,46.4,0.04,999.9,0,148
3,2001,04,11,2001-04-11,61.9,56.0,1006.1,6.8,10.1,20.0,28.9,77.0,51.1,0.0,999.9,0,136
4,2001,04,12,2001-04-12,58.0,45.2,1001.1,9.7,20.5,28.9,40.0,69.8,48.2,0.53,999.9,0,173
5,2001,04,13,2001-04-13,49.7,37.2,1018.0,10.0,8.0,16.9,22.0,57.2,42.8,0.0,999.9,0,160
6,2001,04,14,2001-04-14,53.5,36.1,1016.8,10.0,6.2,11.1,999.9,66.0,45.0,0.0,999.9,0,220
7,2001,04,15,2001-04-15,50.6,36.0,1012.8,9.3,9.2,14.0,21.0,55.4,44.6,0.48,999.9,0,227
1,2001,04,16,2001-04-16,39.7,27.2,1016.5,9.6,13.9,22.0,27.0,52.0,32.0,0.0,999.9,0,141
2,2001,04,17,2001-04-17,35.8,24.4,1024.3,8.3,13.6,23.9,35.0,45.0,30.0,0.0,1.2,0,128
3,2001,04,18,2001-04-18,42.0,23.8,1025.9,10.0,5.4,9.9,14.0,55.4,30.2,0.0,999.9,0,172
4,2001,04,19,2001-04-19,52.5,28.4,1018.2,10.0,8.8,15.9,21.0,69.1,41.0,0.0,999.9,0,160
5,2001,04,20,2001-04-20,64.7,49.7,1010.2,9.7,11.8,15.9,25.1,78.8,53.6,0.35,999.9,0,183
6,2001,04,21,2001-04-21,70.4,61.1,1009.3,9.3,16.2,22.9,34.0,78.8,62.6,0.44,999.9,0,211
7,2001,04,22,2001-04-22,64.9,55.2,1018.3,9.1,8.3,15.0,21.0,80.6,53.6,0.01,999.9,0,242
1,2001,04,23,2001-04-23,68.1,54.9,1009.4,10.0,17.9,28.9,39.0,79.0,50.0,0.19,999.9,0,150
2,2001,04,24,2001-04-24,50.6,30.4,1019.6,10.0,13.7,26.0,35.9,62.1,44.1,0.05,999.9,0,160
3,2001,04,25,2001-04-25,54.1,34.3,1024.2,10.0,7.4,12.0,18.1,62.1,48.0,0.0,999.9,0,144
4,2001,04,26,2001-04-26,59.8,39.6,1020.9,10.0,10.7,18.1,27.0,77.0,46.9,0.0,999.9,0,131
5,2001,04,27,2001-04-27,61.5,36.9,1020.0,10.0,11.5,16.9,999.9,73.4,53.6,0.0,999.9,0,167
6,2001,04,28,2001-04-28,54.6,32.7,1027.9,10.0,6.5,12.0,999.9,64.4,46.4,0.0,999.9,0,169
7,2001,04,29,2001-04-29,61.4,32.4,1028.6,10.0,8.6,13.0,15.9,77.0,51.1,0.0,999.9,0,200
1,2001,04,30,2001-04-30,70.9,35.8,1021.4,10.0,9.1,13.0,21.0,87.1,57.0,0.0,999.9,0,167
2,2001,05,01,2001-05-01,75.4,52.1,1013.2,10.0,11.8,21.0,29.9,84.9,64.9,0.0,999.9,0,195
3,2001,05,02,2001-05-02,74.8,52.3,1012.2,10.0,12.6,16.9,22.0,82.9,64.0,0.0,999.9,0,190
4,2001,05,03,2001-05-03,76.5,51.0,1017.2,10.0,10.2,14.0,21.0,87.1,66.0,0.0,999.9,0,196
5,2001,05,04,2001-05-04,60.2,49.2,1020.9,9.5,8.7,15.0,999.9,84.0,53.1,0.0,999.9,0,203
6,2001,05,05,2001-05-05,57.3,48.4,1021.5,10.0,9.9,15.0,999.9,66.9,51.1,0.03,999.9,0,214
7,2001,05,06,2001-05-06,64.8,42.3,1018.3,10.0,8.2,13.0,20.0,78.1,55.9,0.02,999.9,0,201
1,2001,05,07,2001-05-07,65.5,58.5,1016.5,8.8,10.2,19.0,34.0,69.8,62.6,0.15,999.9,0,164
2,2001,05,08,2001-05-08,63.8,43.3,1020.4,10.0,10.9,22.9,28.9,77.0,50.0,0.21,999.9,0,143
3,2001,05,09,2001-05-09,68.7,45.8,1019.0,10.0,8.3,14.0,21.0,82.4,57.2,0.0,999.9,0,168
4,2001,05,10,2001-05-10,72.7,49.2,1013.6,10.0,11.8,19.0,30.9,86.0,61.0,0.07,999.9,0,166
5,2001,05,11,2001-05-11,61.2,55.0,1012.9,8.6,9.3,15.9,23.9,73.4,48.2,0.58,999.9,0,156
6,2001,05,12,2001-05-12,50.0,33.0,1023.9,10.0,11.2,15.9,19.0,57.2,42.8,0.0,999.9,0,183
7,2001,05,13,2001-05-13,52.6,31.0,1025.9,10.0,5.0,7.0,999.9,68.0,41.0,0.0,999.9,0,199
1,2001,05,14,2001-05-14,58.1,39.8,1019.8,9.8,9.4,20.0,25.1,68.0,51.1,0.11,999.9,0,167
2,2001,05,15,2001-05-15,73.5,58.9,1008.2,10.0,10.0,15.9,25.1,91.0,59.0,0.0,999.9,0,184
3,2001,05,16,2001-05-16,78.1,64.3,1001.9,9.4,8.6,15.0,15.9,89.6,69.8,99.99,999.9,0,167
4,2001,05,17,2001-05-17,73.2,61.3,1005.7,7.6,5.4,13.0,16.9,87.1,66.0,0.11,999.9,0,160
5,2001,05,18,2001-05-18,70.6,52.8,1009.3,9.9,10.1,15.9,21.0,81.0,62.1,0.01,999.9,0,180
6,2001,05,19,2001-05-19,65.0,41.5,1012.7,10.0,7.3,12.0,999.9,73.4,55.4,0.0,999.9,0,174
7,2001,05,20,2001-05-20,66.7,44.9,1009.5,10.0,8.2,13.0,999.9,79.0,55.0,0.0,999.9,0,220
1,2001,05,21,2001-05-21,68.2,59.5,998.6,7.8,11.6,21.0,29.9,75.0,62.1,0.0,999.9,0,170
2,2001,05,22,2001-05-22,56.2,42.9,1004.6,10.0,12.2,20.0,35.0,62.6,48.2,99.99,999.9,0,144
3,2001,05,23,2001-05-23,53.1,43.7,1005.3,10.0,8.8,16.9,26.0,60.8,46.4,99.99,999.9,0,149
4,2001,05,24,2001-05-24,52.6,45.7,1006.3,9.2,6.2,15.9,999.9,60.8,46.4,0.0,999.9,0,127
5,2001,05,25,2001-05-25,52.6,46.0,1008.9,9.0,5.5,8.9,999.9,60.1,46.9,99.99,999.9,0,149
6,2001,05,26,2001-05-26,51.9,47.6,1006.7,7.5,7.4,18.1,26.0,57.9,45.0,99.99,999.9,0,182
7,2001,05,27,2001-05-27,53.2,48.8,1005.0,8.3,10.9,18.1,28.0,59.0,50.0,99.99,999.9,0,170
1,2001,05,28,2001-05-28,58.3,51.5,1011.8,8.8,4.2,8.0,999.9,66.2,51.8,99.99,999.9,0,238
2,2001,05,29,2001-05-29,58.6,49.2,1017.1,8.7,8.9,15.9,22.0,64.9,51.1,0.0,999.9,0,177
3,2001,05,30,2001-05-30,54.1,36.3,1021.8,10.0,9.1,13.0,999.9,60.8,46.4,0.0,999.9,0,146
4,2001,05,31,2001-05-31,54.9,41.4,1017.2,9.4,9.3,16.9,23.9,62.1,51.1,0.31,999.9,0,134
5,2001,06,01,2001-06-01,55.4,50.5,1004.2,6.3,9.5,14.0,20.0,64.9,50.0,0.92,999.9,0,158
6,2001,06,02,2001-06-02,56.5,48.9,1000.2,9.9,11.8,16.9,22.9,64.0,53.1,0.0,999.9,0,209
7,2001,06,03,2001-06-03,52.9,46.2,1010.2,10.0,7.3,11.1,999.9,57.9,50.0,0.0,999.9,0,170
1,2001,06,04,2001-06-04,52.2,45.0,1016.5,10.0,9.0,14.0,16.9,55.9,50.0,0.0,999.9,0,161
2,2001,06,05,2001-06-05,53.4,51.0,1017.3,6.1,8.4,22.9,999.9,59.0,48.0,0.11,999.9,0,147
3,2001,06,06,2001-06-06,57.8,56.3,1016.7,1.6,6.0,12.0,999.9,66.9,53.1,0.54,999.9,1,152
4,2001,06,07,2001-06-07,60.6,55.1,1017.6,6.2,5.4,8.0,999.9,68.0,55.9,0.0,999.9,0,177
5,2001,06,08,2001-06-08,63.8,52.2,1017.8,8.4,6.1,9.9,999.9,73.9,51.1,0.0,999.9,0,186
6,2001,06,09,2001-06-09,69.6,53.4,1015.5,10.0,6.4,8.9,999.9,80.6,57.2,0.0,999.9,0,212
7,2001,06,10,2001-06-10,75.3,59.2,1010.3,10.0,10.1,18.1,22.0,84.9,64.9,0.0,999.9,0,235
1,2001,06,11,2001-06-11,79.5,66.5,1007.5,9.2,6.7,11.1,999.9,88.0,70.0,0.0,999.9,0,208
2,2001,06,12,2001-06-12,75.3,65.6,1007.9,9.8,6.9,18.1,28.0,87.8,64.4,0.29,999.9,0,202
3,2001,06,13,2001-06-13,82.8,69.1,1008.6,8.8,9.0,15.0,21.0,93.2,73.4,0.36,999.9,0,207
4,2001,06,14,2001-06-14,84.5,67.8,1009.3,8.2,11.3,15.0,22.9,93.2,75.2,0.0,999.9,0,198
5,2001,06,15,2001-06-15,74.5,65.2,1008.9,9.8,9.2,19.0,30.9,90.0,70.0,0.52,999.9,0,178
6,2001,06,16,2001-06-16,74.2,57.5,1016.1,10.0,8.3,15.9,21.0,88.0,61.0,0.0,999.9,0,251
7,2001,06,17,2001-06-17,76.5,54.4,1019.9,10.0,5.9,9.9,15.0,87.8,62.6,0.0,999.9,0,267
1,2001,06,18,2001-06-18,80.8,58.4,1016.2,9.9,11.5,19.0,25.1,93.2,69.8,0.06,999.9,0,211
2,2001,06,19,2001-06-19,80.5,62.8,1015.6,10.0,12.9,16.9,25.1,90.0,71.1,0.05,999.9,0,182
3,2001,06,20,2001-06-20,70.4,53.3,1021.5,10.0,5.4,8.9,999.9,75.2,66.2,0.0,999.9,0,182
4,2001,06,21,2001-06-21,65.1,52.0,1018.6,9.1,6.2,9.9,999.9,73.9,59.0,0.09,999.9,0,162
5,2001,06,22,2001-06-22,61.5,54.2,1016.6,8.8,7.1,12.0,999.9,68.0,55.4,0.25,999.9,0,150
6,2001,06,23,2001-06-23,63.4,52.2,1018.5,9.3,6.1,11.1,999.9,73.0,53.1,0.0,999.9,0,184
7,2001,06,24,2001-06-24,69.4,53.4,1020.8,9.7,6.0,9.9,999.9,82.0,55.9,0.0,999.9,0,206
1,2001,06,25,2001-06-25,75.5,56.4,1022.1,10.0,6.7,11.1,15.0,86.0,64.9,0.0,999.9,0,158
2,2001,06,26,2001-06-26,78.7,55.9,1022.7,10.0,6.3,11.1,999.9,88.0,66.9,0.0,999.9,0,173
3,2001,06,27,2001-06-27,78.7,57.8,1023.9,9.8,6.3,11.1,16.9,88.0,68.0,0.0,999.9,0,175
4,2001,06,28,2001-06-28,79.2,61.7,1022.1,8.8,6.0,8.9,15.0,87.8,69.8,0.0,999.9,0,167
5,2001,06,29,2001-06-29,79.4,62.5,1017.6,8.4,6.4,11.1,15.0,87.8,69.8,0.0,999.9,0,203
6,2001,06,30,2001-06-30,81.1,64.1,1013.8,8.1,8.1,14.0,21.0,89.6,71.6,0.0,999.9,0,241
7,2001,07,01,2001-07-01,71.7,57.1,1015.8,10.0,11.9,18.1,22.9,87.1,60.1,0.0,999.9,0,224
1,2001,07,02,2001-07-02,62.5,41.3,1024.1,10.0,8.9,13.0,20.0,73.9,55.9,0.0,999.9,0,143
2,2001,07,03,2001-07-03,70.9,57.2,1017.0,9.6,9.0,16.9,19.0,79.0,64.0,0.45,999.9,0,147
3,2001,07,04,2001-07-04,77.8,62.1,1013.2,9.5,8.5,15.9,22.9,89.6,69.8,0.0,999.9,0,236
4,2001,07,05,2001-07-05,70.0,49.7,1015.1,10.0,9.3,14.0,20.0,84.0,63.0,0.0,999.9,0,182
5,2001,07,06,2001-07-06,66.6,46.6,1018.8,10.0,6.6,12.0,999.9,78.8,55.4,0.0,999.9,0,180
6,2001,07,07,2001-07-07,75.9,63.3,1011.3,10.0,9.8,14.0,16.9,88.0,64.9,0.24,999.9,0,204
7,2001,07,08,2001-07-08,81.1,67.3,1010.9,9.5,6.1,12.0,999.9,87.8,73.4,0.01,999.9,0,202
1,2001,07,09,2001-07-09,80.0,66.8,1010.6,7.9,6.3,11.1,999.9,91.0,71.1,0.0,999.9,0,160
2,2001,07,10,2001-07-10,81.9,63.7,1009.2,9.3,6.4,11.1,999.9,89.6,71.6,0.0,999.9,0,156
3,2001,07,11,2001-07-11,72.4,51.2,1013.9,10.0,10.5,14.0,22.0,86.0,66.0,0.0,999.9,0,127
4,2001,07,12,2001-07-12,72.0,52.5,1016.9,10.0,7.0,14.0,16.9,80.1,64.0,0.0,999.9,0,136
5,2001,07,13,2001-07-13,71.8,51.2,1019.0,10.0,8.1,13.0,16.9,79.0,64.0,0.0,999.9,0,149
6,2001,07,14,2001-07-14,74.9,48.9,1017.3,10.0,7.3,12.0,15.9,87.1,62.1,0.0,999.9,0,211
7,2001,07,15,2001-07-15,78.7,52.0,1015.3,10.0,5.1,9.9,999.9,89.1,66.0,0.0,999.9,0,202
1,2001,07,16,2001-07-16,78.6,58.7,1015.0,10.0,6.9,11.1,19.0,86.0,69.8,0.0,999.9,0,167
2,2001,07,17,2001-07-17,80.1,65.2,1013.0,8.0,6.3,8.9,999.9,87.1,75.0,0.0,999.9,0,156
3,2001,07,18,2001-07-18,78.9,70.8,1012.7,5.2,5.4,11.1,999.9,88.0,73.0,0.0,999.9,0,141
4,2001,07,19,2001-07-19,80.9,71.5,1014.8,4.9,5.9,12.0,999.9,90.0,73.0,0.01,999.9,0,167
5,2001,07,20,2001-07-20,83.2,71.4,1014.5,8.0,5.4,11.1,999.9,93.9,75.0,0.0,999.9,0,183
6,2001,07,21,2001-07-21,84.3,72.4,1011.6,9.0,6.6,12.0,999.9,91.4,78.8,0.0,999.9,0,240
7,2001,07,22,2001-07-22,81.3,71.6,1010.1,8.2,5.3,18.1,23.9,95.0,73.4,0.26,999.9,0,209
1,2001,07,23,2001-07-23,79.9,71.5,1010.2,8.7,7.6,22.0,28.0,93.2,73.4,1.32,999.9,1,166
2,2001,07,24,2001-07-24,81.0,71.6,1010.7,8.9,6.7,11.1,999.9,90.0,73.0,0.0,999.9,0,158
3,2001,07,25,2001-07-25,74.7,68.1,1011.7,9.0,9.2,15.9,22.0,86.0,68.0,0.42,999.9,0,165
4,2001,07,26,2001-07-26,73.4,62.1,1017.9,10.0,11.5,16.9,18.1,79.0,68.0,0.5,999.9,0,156
5,2001,07,27,2001-07-27,71.7,57.0,1022.0,10.0,10.0,15.0,20.0,77.0,64.4,0.0,999.9,0,117
6,2001,07,28,2001-07-28,73.9,61.3,1017.1,10.0,6.8,8.9,999.9,80.6,66.2,0.0,999.9,0,166
7,2001,07,29,2001-07-29,79.3,69.2,1013.1,6.2,4.8,9.9,999.9,91.4,73.4,0.03,999.9,0,195
1,2001,07,30,2001-07-30,79.2,70.2,1015.1,6.6,6.2,9.9,999.9,89.6,71.6,0.0,999.9,0,139
2,2001,07,31,2001-07-31,83.9,70.6,1018.0,10.0,6.6,12.0,15.9,95.0,75.2,0.0,999.9,0,163
3,2001,08,01,2001-08-01,85.6,71.5,1020.5,7.6,8.7,14.0,18.1,93.9,78.1,0.0,999.9,0,168
4,2001,08,02,2001-08-02,80.2,72.3,1020.0,8.7,7.1,20.0,28.0,89.1,73.0,3.14,999.9,1,142
