"","dayindex","day","temp","dewp","slp","max","min","sndp","NUM_REPORTS"
"2",0,0.166666666666667,0.259887005649718,0.32390243902439,0.849829351535837,0.206603773584906,0.276453765490944,0.681818181818182,0.409756097560976
"3",0.000128766417718259,0.333333333333333,0.282485875706215,0.365853658536585,0.662116040955632,0.286792452830189,0.274547187797903,0.645454545454545,0.48780487804878
"4",0.000257532835436518,0.5,0.376647834274953,0.462439024390244,0.549488054607508,0.291509433962264,0.428979980934223,0.645454545454545,0.336585365853659
"5",0.000386299253154777,0.666666666666667,0.435969868173258,0.490731707317073,0.295221843003413,0.371698113207547,0.463298379408961,0.590909090909091,0.473170731707317
"6",0.000515065670873036,0.833333333333333,0.379472693032015,0.425365853658537,0.383959044368601,0.354716981132076,0.394661582459485,0.536363636363636,0.570731707317073
"7",0.000643832088591295,1,0.419962335216573,0.48390243902439,0.387372013651877,0.354716981132076,0.463298379408961,0.536363636363636,0.55609756097561
"8",0.000772598506309554,0,0.353107344632768,0.4,0.539249146757678,0.291509433962264,0.390848427073403,0.5,0.28780487804878
"9",0.000901364924027814,0.166666666666667,0.307909604519774,0.349268292682927,0.672354948805459,0.254716981132075,0.324118207816969,0.5,0.302439024390244
"10",0.00103013134174607,0.333333333333333,0.35969868173258,0.40780487804878,0.62457337883959,0.354716981132076,0.394661582459485,0.5,0.365853658536585
"11",0.00115889775946433,0.5,0.413370998116761,0.463414634146341,0.57679180887372,0.395283018867924,0.439466158245949,0.5,0.424390243902439
"12",0.00128766417718259,0.666666666666667,0.423728813559322,0.507317073170732,0.609215017064846,0.367924528301887,0.476644423260248,0.413636363636364,0.380487804878049
"13",0.00141643059490085,0.833333333333333,0.451977401129944,0.542439024390244,0.633105802047781,0.371698113207547,0.531935176358437,0.359090909090909,0.653658536585366
"14",0.00154519701261911,1,0.461393596986817,0.543414634146342,0.482935153583618,0.376415094339623,0.525262154432793,0.268181818181818,0.560975609756098
"15",0.00167396343033737,0,0.457627118644068,0.565853658536585,0.455631399317406,0.371698113207547,0.531935176358437,0.177272727272727,0.458536585365854
"16",0.00180272984805563,0.166666666666667,0.419020715630885,0.502439024390244,0.595563139931741,0.339622641509434,0.476644423260248,0.177272727272727,0.390243902439024
"17",0.00193149626577389,0.333333333333333,0.370998116760829,0.444878048780488,0.680887372013651,0.286792452830189,0.446139180171592,0.177272727272727,0.351219512195122
"18",0.00206026268349215,0.5,0.351224105461394,0.43609756097561,0.563139931740615,0.320754716981132,0.390848427073403,0.140909090909091,0.248780487804878
"19",0.0021890291012104,0.666666666666667,0.384180790960452,0.448780487804878,0.54778156996587,0.30377358490566,0.446139180171592,0.140909090909091,0.326829268292683
"20",0.00231779551892866,0.833333333333333,0.330508474576271,0.371707317073171,0.653583617747441,0.269811320754717,0.394661582459485,0.140909090909091,0.648780487804878
