"","dayindex","temp","dewp","max","min","fog","NUM_REPORTS"
"2",0,0.229411764705882,0.269757639620653,0.176297747306562,0.247770069375619,0,1143
"3",0.000128766417718259,0.252941176470588,0.315068493150685,0.259549461312439,0.245787908820614,0,1151
"4",0.000257532835436518,0.350980392156863,0.419388830347734,0.264446620959843,0.406342913776016,0,1166
"5",0.000386299253154777,0.412745098039216,0.449947312961012,0.34769833496572,0.442021803766105,0,1267
"6",0.000515065670873036,0.353921568627451,0.379346680716544,0.330068560235064,0.370664023785927,0,1290
"7",0.000643832088591295,0.396078431372549,0.442571127502634,0.330068560235064,0.442021803766105,0,1105
"8",0.000772598506309554,0.326470588235294,0.351949420442571,0.264446620959843,0.366699702675917,0,1157
"9",0.000901364924027814,0.279411764705882,0.297154899894626,0.226248775710088,0.297324083250743,0,1184
"10",0.00103013134174607,0.333333333333333,0.360379346680717,0.330068560235064,0.370664023785927,0,1237
"11",0.00115889775946433,0.38921568627451,0.420442571127503,0.372184133202742,0.417244796828543,0,1228
"12",0.00128766417718259,0.4,0.467860906217071,0.343780607247796,0.45589692765114,0,1353
"13",0.00141643059490085,0.429411764705882,0.505795574288725,0.34769833496572,0.513379583746283,0,1311
"14",0.00154519701261911,0.43921568627451,0.506849315068493,0.352595494613124,0.506442021803766,0,1119
"15",0.00167396343033737,0.435294117647059,0.531085353003161,0.34769833496572,0.513379583746283,0,1312
"16",0.00180272984805563,0.395098039215686,0.46259220231823,0.314397649363369,0.45589692765114,0,1251
"17",0.00193149626577389,0.345098039215686,0.400421496311907,0.259549461312439,0.42418235877106,0,1288
"18",0.00206026268349215,0.324509803921569,0.390937829293994,0.294809010773751,0.366699702675917,0,1278
"19",0.0021890291012104,0.358823529411765,0.40463645943098,0.277179236043095,0.42418235877106,0,1214
"20",0.00231779551892866,0.302941176470588,0.321390937829294,0.241919686581783,0.370664023785927,0,1256
"21",0.00244656193664692,0.270588235294118,0.292939936775553,0.255631733594515,0.297324083250743,0,1105
"22",0.00257532835436518,0.3,0.330874604847208,0.277179236043095,0.334985133795837,0,1180
"23",0.00270409477208344,0.38921568627451,0.434141201264489,0.330068560235064,0.42418235877106,0,1250
"24",0.0028328611898017,0.329411764705882,0.371970495258166,0.275220372184133,0.366699702675917,0,1101
"25",0.00296162760751996,0.307843137254902,0.305584826132771,0.245837414299706,0.32804757185332,0,1183
"26",0.00309039402523822,0.346078431372549,0.388830347734457,0.294809010773751,0.375619425173439,0,1296
"27",0.00321916044295648,0.337254901960784,0.360379346680717,0.294809010773751,0.366699702675917,0,1215
"28",0.00334792686067474,0.287254901960784,0.305584826132771,0.264446620959843,0.32804757185332,0,1076
"29",0.003476693278393,0.411764705882353,0.498419388830348,0.365328109696376,0.442021803766105,0,1173
"30",0.00360545969611125,0.46078431372549,0.553213909378293,0.40254652301665,0.506442021803766,0,1211
"31",0.00373422611382951,0.42843137254902,0.504741833508957,0.333986287952987,0.506442021803766,0,1189
"32",0.00386299253154777,0.373529411764706,0.409905163329821,0.314397649363369,0.395441030723489,0,1333
"33",0.00399175894926603,0.175490196078431,0.177028451001054,0.241919686581783,0.174430128840436,0,1236
"34",0.00412052536698429,0.267647058823529,0.29504741833509,0.277179236043095,0.281466798810704,0,1184
"35",0.00424929178470255,0.422549019607843,0.483667017913593,0.333986287952987,0.464816650148662,0,1149
"36",0.00437805820242081,0.388235294117647,0.452054794520548,0.314397649363369,0.45589692765114,0,1313
"37",0.00450682462013907,0.41078431372549,0.473129610115911,0.363369245837414,0.475718533201189,0,1195
"38",0.00463559103785733,0.366666666666667,0.430979978925184,0.333986287952987,0.386521308225966,1,1245
"39",0.00476435745557559,0.505882352941176,0.570073761854584,0.48873653281097,0.531219028741328,0,1242
"40",0.00489312387329385,0.565686274509804,0.674394099051633,0.506366307541626,0.495540138751239,0,1285
"41",0.0050218902910121,0.295098039215686,0.330874604847208,0.294809010773751,0.317145688800793,0,1089
"42",0.00515065670873036,0.277450980392157,0.270811380400421,0.259549461312439,0.317145688800793,0,1049
"43",0.00527942312644862,0.387254901960784,0.385669125395153,0.365328109696376,0.42418235877106,0,1235
"44",0.00540818954416688,0.442156862745098,0.488935721812434,0.372184133202742,0.506442021803766,0,1241
"45",0.00553695596188514,0.45,0.543730242360379,0.352595494613124,0.506442021803766,1,1228
"46",0.0056657223796034,0.398039215686275,0.445732349841939,0.314397649363369,0.475718533201189,0,1294
"47",0.00579448879732166,0.394117647058824,0.426765015806112,0.312438785504407,0.442021803766105,0,1213
"48",0.00592325521503992,0.246078431372549,0.191780821917808,0.237022526934378,0.258671952428147,0,1078
"49",0.00605202163275818,0.256862745098039,0.208640674394099,0.259549461312439,0.263627353815659,0,1080
"50",0.00618078805047644,0.42843137254902,0.413066385669125,0.422135161606268,0.45589692765114,0,1211
"51",0.0063095544681947,0.437254901960784,0.436248682824025,0.365328109696376,0.45986124876115,0,1257
"52",0.00643832088591295,0.27156862745098,0.162276080084299,0.259549461312439,0.281466798810704,0,1223
"53",0.00656708730363121,0.317647058823529,0.348788198103267,0.259549461312439,0.352824578790882,0,1126
"54",0.00669585372134947,0.341176470588235,0.347734457323498,0.264446620959843,0.356788899900892,0,1201
"55",0.00682462013906773,0.418627450980392,0.478398314014752,0.372184133202742,0.437066402378593,0,1237
"56",0.00695338655678599,0.518627450980392,0.574288724973656,0.541625857002938,0.477700693756194,0,1162
"57",0.00708215297450425,0.4,0.410958904109589,0.382957884427032,0.406342913776016,0,1204
"58",0.00721091939222251,0.37843137254902,0.348788198103267,0.34769833496572,0.42418235877106,0,1247
"59",0.00733968580994077,0.297058823529412,0.172813487881981,0.264446620959843,0.299306243805748,0,1226
"60",0.00746845222765903,0.372549019607843,0.308746048472076,0.400587659157689,0.388503468780971,0,1593
"61",0.00759721864537729,0.438235294117647,0.473129610115911,0.400587659157689,0.495540138751239,0,1398
"62",0.00772598506309554,0.448039215686275,0.479452054794521,0.453476983349657,0.442021803766105,0,1323
"63",0.0078547514808138,0.414705882352941,0.444678609062171,0.365328109696376,0.45986124876115,0,1162
"64",0.00798351789853206,0.347058823529412,0.308746048472076,0.275220372184133,0.366699702675917,0,1232
"65",0.00811228431625032,0.356862745098039,0.334035827186512,0.312438785504407,0.388503468780971,0,1248
"66",0.00824105073396858,0.41078431372549,0.371970495258166,0.431929480901077,0.406342913776016,0,1369
"67",0.00836981715168684,0.402941176470588,0.40463645943098,0.352595494613124,0.475718533201189,0,1356
"68",0.0084985835694051,0.400980392156863,0.373024236037935,0.365328109696376,0.42418235877106,0,1421
"69",0.00862734998712336,0.440196078431373,0.406743940990516,0.471106758080313,0.42418235877106,0,1267
"70",0.00875611640484162,0.457843137254902,0.46259220231823,0.451518119490695,0.475718533201189,0,1144
"71",0.00888488282255988,0.469607843137255,0.523709167544784,0.453476983349657,0.477700693756194,0,1264
"72",0.00901364924027814,0.463725490196078,0.505795574288725,0.471106758080313,0.495540138751239,0,1291
"73",0.00914241565799639,0.487254901960784,0.50263435194942,0.48873653281097,0.477700693756194,0,1317
"74",0.00927118207571465,0.511764705882353,0.584826132771338,0.460333006856024,0.545094152626363,0,1258
"75",0.00939994849343291,0.432352941176471,0.508956796628029,0.352595494613124,0.495540138751239,0,1256
"76",0.00952871491115117,0.420588235294118,0.461538461538462,0.34769833496572,0.477700693756194,0,1088
"77",0.00965748132886943,0.424509803921569,0.422550052687039,0.431929480901077,0.417244796828543,0,1192
"78",0.00978624774658769,0.458823529411765,0.405690200210748,0.435847208619001,0.477700693756194,0,1344
"79",0.00991501416430595,0.48921568627451,0.438356164383562,0.471106758080313,0.506442021803766,0,1433
"80",0.0100437805820242,0.508823529411765,0.426765015806112,0.510284035259549,0.484638255698712,0,1373
"81",0.0101725469997425,0.513725490196078,0.504741833508957,0.539666993143977,0.484638255698712,0,1374
"82",0.0103013134174607,0.52156862745098,0.512118018967334,0.501469147894221,0.526263627353816,0,1481
"83",0.010430079835179,0.419607843137255,0.357218124341412,0.440744368266406,0.445986124876115,0,1338
"84",0.0105588462528972,0.316666666666667,0.292939936775553,0.259549461312439,0.370664023785927,0,1102
"85",0.0106876126706155,0.324509803921569,0.249736564805058,0.312438785504407,0.352824578790882,0,1216
"86",0.0108163790883338,0.409803921568627,0.363540569020021,0.372184133202742,0.426164519326065,0,1409
"87",0.010945145506052,0.456862745098039,0.378292939936776,0.471106758080313,0.45986124876115,0,1321
"88",0.0110739119237703,0.498039215686274,0.511064278187566,0.451518119490695,0.545094152626363,0,1337
"89",0.0112026783414885,0.51078431372549,0.508956796628029,0.481880509304603,0.545094152626363,0,1350
"90",0.0113314447592068,0.527450980392157,0.539515279241307,0.528893241919687,0.554013875123885,0,1305
"91",0.0114602111769251,0.486274509803922,0.457323498419389,0.460333006856024,0.484638255698712,0,1360
"92",0.0115889775946433,0.532352941176471,0.45100105374078,0.589618021547503,0.515361744301288,0,1322
"93",0.0117177440123616,0.506862745098039,0.513171759747102,0.48873653281097,0.549058473736373,0,1353
"94",0.0118465104300798,0.52843137254902,0.508956796628029,0.506366307541626,0.566897918731417,0,1345
"95",0.0119752768477981,0.582352941176471,0.510010537407798,0.598432908912831,0.573835480673935,0,1274
"96",0.0121040432655164,0.654901960784314,0.748155953635406,0.617042115572968,0.634291377601586,0,1381
"97",0.0122328096832346,0.713725490196078,0.706006322444679,0.79333986287953,0.624380574826561,1,1352
"98",0.0123615761009529,0.725490196078431,0.616438356164383,0.753183153770813,0.65609514370664,0,1319
"99",0.0124903425186711,0.618627450980392,0.639620653319283,0.594515181194907,0.638255698711596,0,1338
"100",0.0126191089363894,0.574509803921569,0.645943097997892,0.506366307541626,0.638255698711596,0,1341
"101",0.0127478753541076,0.698039215686275,0.769230769230769,0.735553379040157,0.684836471754212,0,1311
"102",0.0128766417718259,0.659803921568627,0.655426765015806,0.665034280117532,0.65609514370664,0,1457
"103",0.0130054081895442,0.57843137254902,0.571127502634352,0.541625857002938,0.602576808721506,0,1336
