"","day","temp","dewp","max","min","NUM_REPORTS"
"1",0,0.315589353612167,0.360639360639361,0.269811320754717,0.33041788143829,0.111111111111111
"2",0.5,0.370722433460076,0.44955044955045,0.291509433962264,0.417881438289602,0.111111111111111
"3",0.666666666666667,0.430608365019011,0.478521478521478,0.371698113207547,0.452866861030126,0
"4",0.833333333333333,0.373574144486692,0.411588411588412,0.354716981132076,0.382896015549077,0.333333333333333
"5",1,0.414448669201521,0.471528471528471,0.354716981132076,0.452866861030126,0
"6",0.166666666666667,0.301330798479087,0.333666333666334,0.254716981132075,0.310981535471331,0.111111111111111
"7",0.333333333333333,0.35361216730038,0.393606393606394,0.354716981132076,0.382896015549077,0.111111111111111
"8",0.5,0.407794676806084,0.45054945054945,0.395283018867924,0.428571428571429,0.444444444444444
"9",0.666666666666667,0.418250950570342,0.495504495504495,0.367924528301887,0.466472303206997,0
"10",0.833333333333333,0.446768060836502,0.531468531468531,0.371698113207547,0.522837706511176,0
"11",1,0.456273764258555,0.532467532467532,0.376415094339623,0.516034985422741,0.111111111111111
"12",0,0.452471482889734,0.555444555444555,0.371698113207547,0.522837706511176,0
"13",0.166666666666667,0.413498098859316,0.49050949050949,0.339622641509434,0.466472303206997,0.222222222222222
"14",0.5,0.345057034220532,0.422577422577423,0.320754716981132,0.379008746355685,0
"15",0.666666666666667,0.378326996197719,0.435564435564435,0.30377358490566,0.435374149659864,0
"16",0.833333333333333,0.324144486692015,0.356643356643357,0.269811320754717,0.382896015549077,0.111111111111111
"17",1,0.29277566539924,0.32967032967033,0.283018867924528,0.310981535471331,0.222222222222222
"18",0,0.321292775665399,0.365634365634366,0.30377358490566,0.347910592808552,0
"19",0.5,0.328897338403042,0.341658341658342,0.273584905660377,0.341107871720117,0
"20",0.833333333333333,0.357414448669202,0.393606393606394,0.320754716981132,0.379008746355685,0
"21",1,0.30893536121673,0.341658341658342,0.291509433962264,0.341107871720117,0
"22",0,0.429657794676806,0.524475524475524,0.388679245283019,0.452866861030126,0
"23",0.166666666666667,0.477186311787072,0.576423576423576,0.424528301886792,0.516034985422741,0.111111111111111
"24",0.333333333333333,0.445817490494297,0.53046953046953,0.358490566037736,0.516034985422741,0
"25",0.5,0.392585551330798,0.44055944055944,0.339622641509434,0.407191448007775,0
"26",0.666666666666667,0.200570342205323,0.21978021978022,0.269811320754717,0.19047619047619,0
"27",0.833333333333333,0.289923954372624,0.331668331668332,0.30377358490566,0.295432458697765,0
"28",0,0.406844106463878,0.48051948051948,0.339622641509434,0.466472303206997,0
"29",0.666666666666667,0.578897338403042,0.691308691308691,0.524528301886792,0.505344995140913,0.333333333333333
"30",1,0.299429657794677,0.308691308691309,0.286792452830189,0.33041788143829,0.111111111111111
"31",0,0.405893536121673,0.417582417582418,0.388679245283019,0.435374149659864,0
"32",0.333333333333333,0.466730038022814,0.567432567432567,0.376415094339623,0.516034985422741,0.111111111111111
"33",0.5,0.416349809885932,0.474525474525474,0.339622641509434,0.485908649173955,0.111111111111111
"34",0.666666666666667,0.41254752851711,0.456543456543457,0.337735849056604,0.452866861030126,0
"35",1,0.279467680608365,0.24975024975025,0.286792452830189,0.277939747327502,0
"36",0.166666666666667,0.454372623574144,0.465534465534465,0.388679245283019,0.470359572400389,0
"37",0.5,0.338403041825095,0.382617382617383,0.286792452830189,0.365403304178814,0
"38",0.666666666666667,0.361216730038023,0.381618381618382,0.291509433962264,0.369290573372206,0.111111111111111
"39",0.833333333333333,0.436311787072243,0.505494505494505,0.395283018867924,0.448007774538387,0.222222222222222
"40",1,0.533269961977186,0.596403596403596,0.558490566037736,0.487852283770651,0
"41",0.166666666666667,0.397338403041825,0.382617382617383,0.371698113207547,0.435374149659864,0
"42",0.333333333333333,0.318441064638783,0.215784215784216,0.291509433962264,0.312925170068027,0
"43",0.5,0.391634980988593,0.344655344655345,0.422641509433962,0.400388726919339,0.111111111111111
"44",0.833333333333333,0.464828897338403,0.506493506493506,0.473584905660377,0.452866861030126,0.222222222222222
"45",1,0.432509505703422,0.473526473526473,0.388679245283019,0.470359572400389,0.111111111111111
"46",0,0.366920152091255,0.344655344655345,0.30188679245283,0.379008746355685,0
"47",0.333333333333333,0.428707224334601,0.404595404595405,0.452830188679245,0.417881438289602,0
"48",0.5,0.421102661596958,0.435564435564435,0.376415094339623,0.485908649173955,0
"49",0.666666666666667,0.419201520912548,0.405594405594406,0.388679245283019,0.435374149659864,0
"50",0.833333333333333,0.45722433460076,0.437562437562438,0.490566037735849,0.435374149659864,0.444444444444444
